"gutenberg_id"	"text"
2852	"      was of common quality, greyish in colour. The address, “Sir Henry"
2852	"      Baskerville, Northumberland Hotel,” was printed in rough"
2852	"      characters; the post-mark “Charing Cross,” and the date of"
2852	"      posting the preceding evening."
2852	""
2852	"      “Who knew that you were going to the Northumberland Hotel?” asked"
2852	"      Holmes, glancing keenly across at our visitor."
2852	""
2852	"      “No one could have known. We only decided after I met Dr."
2852	"      Mortimer.”"
2852	""
2852	"      “But Dr. Mortimer was no doubt already stopping there?”"
2852	""
2852	"      “No, I had been staying with a friend,” said the doctor."
2852	""
2852	"      “There was no possible indication that we intended to go to this"
2852	"      hotel.”"
2852	""
2852	"      “Hum! Someone seems to be very deeply interested in your"
2852	"      movements.” Out of the envelope he took a half-sheet of foolscap"
2852	"      paper folded into four. This he opened and spread flat upon the"
2852	"      table. Across the middle of it a single sentence had been formed"
2852	"      by the expedient of pasting printed words upon it. It ran:"
2852	""
2852	"        As you value your life or your reason keep away from the moor."
2852	""
2852	"      The word “moor” only was printed in ink."
2852	""
2852	"      “Now,” said Sir Henry Baskerville, “perhaps you will tell me, Mr."
2852	"      Holmes, what in thunder is the meaning of that, and who it is"
2852	"      that takes so much interest in my affairs?”"
2852	""
2852	"      “What do you make of it, Dr. Mortimer? You must allow that there"
2852	"      is nothing supernatural about this, at any rate?”"
2852	""
2852	"      “No, sir, but it might very well come from someone who was"
2852	"      convinced that the business is supernatural.”"
2852	""
2852	"      “What business?” asked Sir Henry sharply. “It seems to me that"
2852	"      all you gentlemen know a great deal more than I do about my own"
2852	"      affairs.”"
2852	""
2852	"      “You shall share our knowledge before you leave this room, Sir"
2852	"      Henry. I promise you that,” said Sherlock Holmes. “We will"
2852	"      confine ourselves for the present with your permission to this"
2852	"      very interesting document, which must have been put together and"
2852	"      posted yesterday evening. Have you yesterday’s _Times_, Watson?”"
2852	""
2852	"      “It is here in the corner.”"
2852	""
2852	"      “Might I trouble you for it—the inside page, please, with the"
2852	"      leading articles?” He glanced swiftly over it, running his eyes"
2852	"      up and down the columns. “Capital article this on free trade."
2852	"      Permit me to give you an extract from it."
2852	""
2852	"     ‘You may be cajoled into imagining that your own special trade or"
2852	"     your own industry will be encouraged by a protective tariff, but"
2852	"     it stands to reason that such legislation must in the long run"
2852	"     keep away wealth from the country, diminish the value of our"
2852	"     imports, and lower the general conditions of life in this island.’"
2852	""
2852	"      “What do you think of that, Watson?” cried Holmes in high glee,"
2852	"      rubbing his hands together with satisfaction. “Don’t you think"
2852	"      that is an admirable sentiment?”"
2852	""
2852	"      Dr. Mortimer looked at Holmes with an air of professional"
2852	"      interest, and Sir Henry Baskerville turned a pair of puzzled dark"
2852	"      eyes upon me."
2852	""
2852	"      “I don’t know much about the tariff and things of that kind,”"
2852	"      said he, “but it seems to me we’ve got a bit off the trail so far"
2852	"      as that note is concerned.”"
2852	""
2852	"      “On the contrary, I think we are particularly hot upon the trail,"
2852	"      Sir Henry. Watson here knows more about my methods than you do,"
2852	"      but I fear that even he has not quite grasped the significance of"
2852	"      this sentence.”"
2852	""
2852	"      “No, I confess that I see no connection.”"
2852	""
2852	"      “And yet, my dear Watson, there is so very close a connection"
2852	"      that the one is extracted out of the other. ‘You,’ ‘your,’"
2852	"      ‘your,’ ‘life,’ ‘reason,’ ‘value,’ ‘keep away,’ ‘from the.’ Don’t"
2852	"      you see now whence these words have been taken?”"
2852	""
2852	"      “By thunder, you’re right! Well, if that isn’t smart!” cried Sir"
2852	"      Henry."
2852	""
2852	"      “If any possible doubt remained it is settled by the fact that"
2852	"      ‘keep away’ and ‘from the’ are cut out in one piece.”"
2852	""
2852	"      “Well, now—so it is!”"
2852	""
2852	"      “Really, Mr. Holmes, this exceeds anything which I could have"
2852	"      imagined,” said Dr. Mortimer, gazing at my friend in amazement."
2852	"      “I could understand anyone saying that the words were from a"
2852	"      newspaper; but that you should name which, and add that it came"
2852	"      from the leading article, is really one of the most remarkable"
2852	"      things which I have ever known. How did you do it?”"
2852	""
2852	"      “I presume, Doctor, that you could tell the skull of a negro from"
2852	"      that of an Esquimau?”"
2852	""
2852	"      “Most certainly.”"
2852	""
2852	"      “But how?”"
2852	""
2852	"      “Because that is my special hobby. The differences are obvious."
2852	"      The supra-orbital crest, the facial angle, the maxillary curve,"
2852	"      the—”"
2852	""
2852	"      “But this is my special hobby, and the differences are equally"
2852	"      obvious. There is as much difference to my eyes between the"
2852	"      leaded bourgeois type of a _Times_ article and the slovenly print"
2852	"      of an evening half-penny paper as there could be between your"
2852	"      negro and your Esquimau. The detection of types is one of the"
2852	"      most elementary branches of knowledge to the special expert in"
2852	"      crime, though I confess that once when I was very young I"
2852	"      confused the _Leeds Mercury_ with the _Western Morning News_. But"
2852	"      a _Times_ leader is entirely distinctive, and these words could"
2852	"      have been taken from nothing else. As it was done yesterday the"
2852	"      strong probability was that we should find the words in"
2852	"      yesterday’s issue.”"
2852	""
2852	"      “So far as I can follow you, then, Mr. Holmes,” said Sir Henry"
2852	"      Baskerville, “someone cut out this message with a scissors—”"
2852	""
2852	"      “Nail-scissors,” said Holmes. “You can see that it was a very"
2852	"      short-bladed scissors, since the cutter had to take two snips"
2852	"      over ‘keep away.’”"
2852	""
2852	"      “That is so. Someone, then, cut out the message with a pair of"
2852	"      short-bladed scissors, pasted it with paste—”"
2852	""
2852	"      “Gum,” said Holmes."
2852	""
2852	"      “With gum on to the paper. But I want to know why the word ‘moor’"
2852	"      should have been written?”"
2852	""
2852	"      “Because he could not find it in print. The other words were all"
2852	"      simple and might be found in any issue, but ‘moor’ would be less"
2852	"      common.”"
2852	""
2852	"      “Why, of course, that would explain it. Have you read anything"
2852	"      else in this message, Mr. Holmes?”"
2852	""
2852	"      “There are one or two indications, and yet the utmost pains have"
2852	"      been taken to remove all clues. The address, you observe is"
2852	"      printed in rough characters. But the _Times_ is a paper which is"
2852	"      seldom found in any hands but those of the highly educated. We"
2852	"      may take it, therefore, that the letter was composed by an"
2852	"      educated man who wished to pose as an uneducated one, and his"
2852	"      effort to conceal his own writing suggests that that writing"
2852	"      might be known, or come to be known, by you. Again, you will"
2852	"      observe that the words are not gummed on in an accurate line, but"
2852	"      that some are much higher than others. ‘Life,’ for example is"
2852	"      quite out of its proper place. That may point to carelessness or"
2852	"      it may point to agitation and hurry upon the part of the cutter."
2852	"      On the whole I incline to the latter view, since the matter was"
2852	"      evidently important, and it is unlikely that the composer of such"
2852	"      a letter would be careless. If he were in a hurry it opens up the"
2852	"      interesting question why he should be in a hurry, since any"
2852	"      letter posted up to early morning would reach Sir Henry before he"
2852	"      would leave his hotel. Did the composer fear an interruption—and"
2852	"      from whom?”"
2852	""
2852	"      “We are coming now rather into the region of guesswork,” said Dr."
2852	"      Mortimer."
2852	""
2852	"      “Say, rather, into the region where we balance probabilities and"
2852	"      choose the most likely. It is the scientific use of the"
2852	"      imagination, but we have always some material basis on which to"
2852	"      start our speculation. Now, you would call it a guess, no doubt,"
2852	"      but I am almost certain that this address has been written in a"
2852	"      hotel.”"
2852	""
2852	"      “How in the world can you say that?”"
2852	""
2852	"      “If you examine it carefully you will see that both the pen and"
2852	"      the ink have given the writer trouble. The pen has spluttered"
2852	"      twice in a single word and has run dry three times in a short"
2852	"      address, showing that there was very little ink in the bottle."
2852	"      Now, a private pen or ink-bottle is seldom allowed to be in such"
2852	"      a state, and the combination of the two must be quite rare. But"
2852	"      you know the hotel ink and the hotel pen, where it is rare to get"
2852	"      anything else. Yes, I have very little hesitation in saying that"
2852	"      could we examine the waste-paper baskets of the hotels around"
2852	"      Charing Cross until we found the remains of the mutilated _Times_"
2852	"      leader we could lay our hands straight upon the person who sent"
2852	"      this singular message. Halloa! Halloa! What’s this?”"
2852	""
2852	"      He was carefully examining the foolscap, upon which the words"
2852	"      were pasted, holding it only an inch or two from his eyes."
2852	""
2852	"      “Well?”"
2852	""
2852	"      “Nothing,” said he, throwing it down. “It is a blank half-sheet"
2852	"      of paper, without even a water-mark upon it. I think we have"
2852	"      drawn as much as we can from this curious letter; and now, Sir"
2852	"      Henry, has anything else of interest happened to you since you"
2852	"      have been in London?”"
2852	""
2852	"      “Why, no, Mr. Holmes. I think not.”"
2852	""
2852	"      “You have not observed anyone follow or watch you?”"
2852	""
2852	"      “I seem to have walked right into the thick of a dime novel,”"
2852	"      said our visitor. “Why in thunder should anyone follow or watch"
2852	"      me?”"
2852	""
2852	"      “We are coming to that. You have nothing else to report to us"
2852	"      before we go into this matter?”"
2852	""
2852	"      “Well, it depends upon what you think worth reporting.”"
2852	""
2852	"      “I think anything out of the ordinary routine of life well worth"
2852	"      reporting.”"
2852	""
2852	"      Sir Henry smiled. “I don’t know much of British life yet, for I"
2852	"      have spent nearly all my time in the States and in Canada. But I"
2852	"      hope that to lose one of your boots is not part of the ordinary"
2852	"      routine of life over here.”"
2852	""
2852	"      “You have lost one of your boots?”"
2852	""
2852	"      “My dear sir,” cried Dr. Mortimer, “it is only mislaid. You will"
2852	"      find it when you return to the hotel. What is the use of"
2852	"      troubling Mr. Holmes with trifles of this kind?”"
2852	""
2852	"      “Well, he asked me for anything outside the ordinary routine.”"
2852	""
2852	"      “Exactly,” said Holmes, “however foolish the incident may seem."
2852	"      You have lost one of your boots, you say?”"
2852	""
2852	"      “Well, mislaid it, anyhow. I put them both outside my door last"
2852	"      night, and there was only one in the morning. I could get no"
2852	"      sense out of the chap who cleans them. The worst of it is that I"
2852	"      only bought the pair last night in the Strand, and I have never"
2852	"      had them on.”"
2852	""
2852	"      “If you have never worn them, why did you put them out to be"
2852	"      cleaned?”"
2852	""
2852	"      “They were tan boots and had never been varnished. That was why I"
2852	"      put them out.”"
2852	""
2852	"      “Then I understand that on your arrival in London yesterday you"
2852	"      went out at once and bought a pair of boots?”"
2852	""
2852	"      “I did a good deal of shopping. Dr. Mortimer here went round with"
2852	"      me. You see, if I am to be squire down there I must dress the"
2852	"      part, and it may be that I have got a little careless in my ways"
2852	"      out West. Among other things I bought these brown boots—gave six"
2852	"      dollars for them—and had one stolen before ever I had them on my"
2852	"      feet.”"
2852	""
2852	"      “It seems a singularly useless thing to steal,” said Sherlock"
2852	"      Holmes. “I confess that I share Dr. Mortimer’s belief that it"
2852	"      will not be long before the missing boot is found.”"
2852	""
2852	"      “And, now, gentlemen,” said the baronet with decision, “it seems"
2852	"      to me that I have spoken quite enough about the little that I"
2852	"      know. It is time that you kept your promise and gave me a full"
2852	"      account of what we are all driving at.”"
2852	""
2852	"      “Your request is a very reasonable one,” Holmes answered. “Dr."
2852	"      Mortimer, I think you could not do better than to tell your story"
2852	"      as you told it to us.”"
2852	""
2852	"      Thus encouraged, our scientific friend drew his papers from his"
2852	"      pocket and presented the whole case as he had done upon the"
2852	"      morning before. Sir Henry Baskerville listened with the deepest"
2852	"      attention and with an occasional exclamation of surprise."
2852	""
2852	"      “Well, I seem to have come into an inheritance with a vengeance,”"
2852	"      said he when the long narrative was finished. “Of course, I’ve"
2852	"      heard of the hound ever since I was in the nursery. It’s the pet"
2852	"      story of the family, though I never thought of taking it"
2852	"      seriously before. But as to my uncle’s death—well, it all seems"
2852	"      boiling up in my head, and I can’t get it clear yet. You don’t"
2852	"      seem quite to have made up your mind whether it’s a case for a"
2852	"      policeman or a clergyman.”"
2852	""
2852	"      “Precisely.”"
2852	""
2852	"      “And now there’s this affair of the letter to me at the hotel. I"
2852	"      suppose that fits into its place.”"
2852	""
2852	"      “It seems to show that someone knows more than we do about what"
2852	"      goes on upon the moor,” said Dr. Mortimer."
2852	""
2852	"      “And also,” said Holmes, “that someone is not ill-disposed"
2852	"      towards you, since they warn you of danger.”"
2852	""
2852	"      “Or it may be that they wish, for their own purposes, to scare me"
2852	"      away.”"
2852	""
2852	"      “Well, of course, that is possible also. I am very much indebted"
2852	"      to you, Dr. Mortimer, for introducing me to a problem which"
2852	"      presents several interesting alternatives. But the practical"
2852	"      point which we now have to decide, Sir Henry, is whether it is or"
2852	"      is not advisable for you to go to Baskerville Hall.”"
2852	""
2852	"      “Why should I not go?”"
2852	""
2852	"      “There seems to be danger.”"
2852	""
2852	"      “Do you mean danger from this family fiend or do you mean danger"
2852	"      from human beings?”"
2852	""
2852	"      “Well, that is what we have to find out.”"
2852	""
2852	"      “Whichever it is, my answer is fixed. There is no devil in hell,"
2852	"      Mr. Holmes, and there is no man upon earth who can prevent me"
2852	"      from going to the home of my own people, and you may take that to"
2852	"      be my final answer.” His dark brows knitted and his face flushed"
2852	"      to a dusky red as he spoke. It was evident that the fiery temper"
2852	"      of the Baskervilles was not extinct in this their last"
2852	"      representative. “Meanwhile,” said he, “I have hardly had time to"
2852	"      think over all that you have told me. It’s a big thing for a man"
2852	"      to have to understand and to decide at one sitting. I should like"
2852	"      to have a quiet hour by myself to make up my mind. Now, look"
2852	"      here, Mr. Holmes, it’s half-past eleven now and I am going back"
2852	"      right away to my hotel. Suppose you and your friend, Dr. Watson,"
2852	"      come round and lunch with us at two. I’ll be able to tell you"
2852	"      more clearly then how this thing strikes me.”"
2852	""
2852	"      “Is that convenient to you, Watson?”"
2852	""
2852	"      “Perfectly.”"
2852	""
2852	"      “Then you may expect us. Shall I have a cab called?”"
2852	""
2852	"      “I’d prefer to walk, for this affair has flurried me rather.”"
2852	""
2852	"      “I’ll join you in a walk, with pleasure,” said his companion."
2852	""
2852	"      “Then we meet again at two o’clock. Au revoir, and good-morning!”"
2852	""
2852	"      We heard the steps of our visitors descend the stair and the bang"
2852	"      of the front door. In an instant Holmes had changed from the"
2852	"      languid dreamer to the man of action."
2852	""
2852	"      “Your hat and boots, Watson, quick! Not a moment to lose!” He"
2852	"      rushed into his room in his dressing-gown and was back again in a"
2852	"      few seconds in a frock-coat. We hurried together down the stairs"
2852	"      and into the street. Dr. Mortimer and Baskerville were still"
2852	"      visible about two hundred yards ahead of us in the direction of"
2852	"      Oxford Street."
2852	""
2852	"      “Shall I run on and stop them?”"
2852	""
2852	"      “Not for the world, my dear Watson. I am perfectly satisfied with"
2852	"      your company if you will tolerate mine. Our friends are wise, for"
2852	"      it is certainly a very fine morning for a walk.”"
2852	""
2852	"      He quickened his pace until we had decreased the distance which"
2852	"      divided us by about half. Then, still keeping a hundred yards"
2852	"      behind, we followed into Oxford Street and so down Regent Street."
2852	"      Once our friends stopped and stared into a shop window, upon"
2852	"      which Holmes did the same. An instant afterwards he gave a little"
2852	"      cry of satisfaction, and, following the direction of his eager"
2852	"      eyes, I saw that a hansom cab with a man inside which had halted"
2852	"      on the other side of the street was now proceeding slowly onward"
2852	"      again."
2852	""
2852	"      “There’s our man, Watson! Come along! We’ll have a good look at"
2852	"      him, if we can do no more.”"
2852	""
2852	"      At that instant I was aware of a bushy black beard and a pair of"
2852	"      piercing eyes turned upon us through the side window of the cab."
2852	"      Instantly the trapdoor at the top flew up, something was screamed"
2852	"      to the driver, and the cab flew madly off down Regent Street."
2852	"      Holmes looked eagerly round for another, but no empty one was in"
2852	"      sight. Then he dashed in wild pursuit amid the stream of the"
2852	"      traffic, but the start was too great, and already the cab was out"
2852	"      of sight."
2852	""
2852	"      “There now!” said Holmes bitterly as he emerged panting and white"
2852	"      with vexation from the tide of vehicles. “Was ever such bad luck"
2852	"      and such bad management, too? Watson, Watson, if you are an"
2852	"      honest man you will record this also and set it against my"
2852	"      successes!”"
2852	""
2852	"      “Who was the man?”"
2852	""
2852	"      “I have not an idea.”"
2852	""
2852	"      “A spy?”"
2852	""
2852	"      “Well, it was evident from what we have heard that Baskerville"
2852	"      has been very closely shadowed by someone since he has been in"
2852	"      town. How else could it be known so quickly that it was the"
2852	"      Northumberland Hotel which he had chosen? If they had followed"
2852	"      him the first day I argued that they would follow him also the"
2852	"      second. You may have observed that I twice strolled over to the"
2852	"      window while Dr. Mortimer was reading his legend.”"
2852	""
2852	"      “Yes, I remember.”"
2852	""
2852	"      “I was looking out for loiterers in the street, but I saw none."
2852	"      We are dealing with a clever man, Watson. This matter cuts very"
2852	"      deep, and though I have not finally made up my mind whether it is"
2852	"      a benevolent or a malevolent agency which is in touch with us, I"
2852	"      am conscious always of power and design. When our friends left I"
2852	"      at once followed them in the hopes of marking down their"
2852	"      invisible attendant. So wily was he that he had not trusted"
2852	"      himself upon foot, but he had availed himself of a cab so that he"
2852	"      could loiter behind or dash past them and so escape their notice."
2852	"      His method had the additional advantage that if they were to take"
2852	"      a cab he was all ready to follow them. It has, however, one"
2852	"      obvious disadvantage.”"
2852	""
2852	"      “It puts him in the power of the cabman.”"
2852	""
2852	"      “Exactly.”"
2852	""
2852	"      “What a pity we did not get the number!”"
2852	""
2852	"      “My dear Watson, clumsy as I have been, you surely do not"
2852	"      seriously imagine that I neglected to get the number? No. 2704 is"
2852	"      our man. But that is no use to us for the moment.”"
2852	""
2852	"      “I fail to see how you could have done more.”"
2852	""
2852	"      “On observing the cab I should have instantly turned and walked"
2852	"      in the other direction. I should then at my leisure have hired a"
2852	"      second cab and followed the first at a respectful distance, or,"
2852	"      better still, have driven to the Northumberland Hotel and waited"
2852	"      there. When our unknown had followed Baskerville home we should"
2852	"      have had the opportunity of playing his own game upon himself and"
2852	"      seeing where he made for. As it is, by an indiscreet eagerness,"
2852	"      which was taken advantage of with extraordinary quickness and"
2852	"      energy by our opponent, we have betrayed ourselves and lost our"
2852	"      man.”"
2852	""
2852	"      We had been sauntering slowly down Regent Street during this"
2852	"      conversation, and Dr. Mortimer, with his companion, had long"
2852	"      vanished in front of us."
2852	""
2852	"      “There is no object in our following them,” said Holmes. “The"
2852	"      shadow has departed and will not return. We must see what further"
2852	"      cards we have in our hands and play them with decision. Could you"
2852	"      swear to that man’s face within the cab?”"
2852	""
2852	"      “I could swear only to the beard.”"
2852	""
2852	"      “And so could I—from which I gather that in all probability it"
2852	"      was a false one. A clever man upon so delicate an errand has no"
2852	"      use for a beard save to conceal his features. Come in here,"
2852	"      Watson!”"
2852	""
2852	"      He turned into one of the district messenger offices, where he"
2852	"      was warmly greeted by the manager."
2852	""
2852	"      “Ah, Wilson, I see you have not forgotten the little case in"
2852	"      which I had the good fortune to help you?”"
2852	""
2852	"      “No, sir, indeed I have not. You saved my good name, and perhaps"
2852	"      my life.”"
2852	""
2852	"      “My dear fellow, you exaggerate. I have some recollection,"
2852	"      Wilson, that you had among your boys a lad named Cartwright, who"
2852	"      showed some ability during the investigation.”"
2852	""
2852	"      “Yes, sir, he is still with us.”"
2852	""
2852	"      “Could you ring him up?—thank you! And I should be glad to have"
2852	"      change of this five-pound note.”"
2852	""
2852	"      A lad of fourteen, with a bright, keen face, had obeyed the"
2852	"      summons of the manager. He stood now gazing with great reverence"
2852	"      at the famous detective."
2852	""
2852	"      “Let me have the Hotel Directory,” said Holmes. “Thank you! Now,"
2852	"      Cartwright, there are the names of twenty-three hotels here, all"
2852	"      in the immediate neighbourhood of Charing Cross. Do you see?”"
2852	""
2852	"      “Yes, sir.”"
2852	""
2852	"      “You will visit each of these in turn.”"
2852	""
2852	"      “Yes, sir.”"
2852	""
2852	"      “You will begin in each case by giving the outside porter one"
2852	"      shilling. Here are twenty-three shillings.”"
2852	""
2852	"      “Yes, sir.”"
2852	""
2852	"      “You will tell him that you want to see the waste-paper of"
2852	"      yesterday. You will say that an important telegram has miscarried"
2852	"      and that you are looking for it. You understand?”"
2852	""
2852	"      “Yes, sir.”"
2852	""
2852	"      “But what you are really looking for is the centre page of the"
2852	"      _Times_ with some holes cut in it with scissors. Here is a copy"
2852	"      of the _Times_. It is this page. You could easily recognize it,"
2852	"      could you not?”"
2852	""
2852	"      “Yes, sir.”"
2852	""
2852	"      “In each case the outside porter will send for the hall porter,"
2852	"      to whom also you will give a shilling. Here are twenty-three"
2852	"      shillings. You will then learn in possibly twenty cases out of"
2852	"      the twenty-three that the waste of the day before has been burned"
2852	"      or removed. In the three other cases you will be shown a heap of"
2852	"      paper and you will look for this page of the _Times_ among it."
2852	"      The odds are enormously against your finding it. There are ten"
2852	"      shillings over in case of emergencies. Let me have a report by"
2852	"      wire at Baker Street before evening. And now, Watson, it only"
2852	"      remains for us to find out by wire the identity of the cabman,"
2852	"      No. 2704, and then we will drop into one of the Bond Street"
2852	"      picture galleries and fill in the time until we are due at the"
2852	"      hotel.”"
2852	""
2852	""
2852	""
2852	""
2852	"<Chapter 5>"
2852	"Three Broken Threads"
2852	""
2852	""
2852	"      Sherlock Holmes had, in a very remarkable degree, the power of"
2852	"      detaching his mind at will. For two hours the strange business in"
2852	"      which we had been involved appeared to be forgotten, and he was"
2852	"      entirely absorbed in the pictures of the modern Belgian masters."
2852	"      He would talk of nothing but art, of which he had the crudest"
2852	"      ideas, from our leaving the gallery until we found ourselves at"
2852	"      the Northumberland Hotel."
2852	""
2852	"      “Sir Henry Baskerville is upstairs expecting you,” said the"
2852	"      clerk. “He asked me to show you up at once when you came.”"
2852	""
2852	"      “Have you any objection to my looking at your register?” said"
2852	"      Holmes."
2852	""
2852	"      “Not in the least.”"
2852	""
2852	"      The book showed that two names had been added after that of"
2852	"      Baskerville. One was Theophilus Johnson and family, of Newcastle;"
2852	"      the other Mrs. Oldmore and maid, of High Lodge, Alton."
2852	""
2852	"      “Surely that must be the same Johnson whom I used to know,” said"
2852	"      Holmes to the porter. “A lawyer, is he not, grey-headed, and"
2852	"      walks with a limp?”"
2852	""
2852	"      “No, sir, this is Mr. Johnson, the coal-owner, a very active"
2852	"      gentleman, not older than yourself.”"
2852	""
2852	"      “Surely you are mistaken about his trade?”"
2852	""
2852	"      “No, sir! he has used this hotel for many years, and he is very"
2852	"      well known to us.”"
2852	""
2852	"      “Ah, that settles it. Mrs. Oldmore, too; I seem to remember the"
2852	"      name. Excuse my curiosity, but often in calling upon one friend"
2852	"      one finds another.”"
2852	""
2852	"      “She is an invalid lady, sir. Her husband was once mayor of"
2852	"      Gloucester. She always comes to us when she is in town.”"
2852	""
2852	"      “Thank you; I am afraid I cannot claim her acquaintance. We have"
2852	"      established a most important fact by these questions, Watson,” he"
2852	"      continued in a low voice as we went upstairs together. “We know"
2852	"      now that the people who are so interested in our friend have not"
2852	"      settled down in his own hotel. That means that while they are, as"
2852	"      we have seen, very anxious to watch him, they are equally anxious"
2852	"      that he should not see them. Now, this is a most suggestive"
2852	"      fact.”"
2852	""
2852	"      “What does it suggest?”"
2852	""
2852	"      “It suggests—halloa, my dear fellow, what on earth is the"
2852	"      matter?”"
2852	""
2852	"      As we came round the top of the stairs we had run up against Sir"
2852	"      Henry Baskerville himself. His face was flushed with anger, and"
2852	"      he held an old and dusty boot in one of his hands. So furious was"
2852	"      he that he was hardly articulate, and when he did speak it was in"
2852	"      a much broader and more Western dialect than any which we had"
2852	"      heard from him in the morning."
2852	""
2852	"      “Seems to me they are playing me for a sucker in this hotel,” he"
2852	"      cried. “They’ll find they’ve started in to monkey with the wrong"
2852	"      man unless they are careful. By thunder, if that chap can’t find"
2852	"      my missing boot there will be trouble. I can take a joke with the"
2852	"      best, Mr. Holmes, but they’ve got a bit over the mark this time.”"
2852	""
2852	"      “Still looking for your boot?”"
2852	""
2852	"      “Yes, sir, and mean to find it.”"
2852	""
2852	"      “But, surely, you said that it was a new brown boot?”"
2852	""
2852	"      “So it was, sir. And now it’s an old black one.”"
2852	""
2852	"      “What! you don’t mean to say—?”"
2852	""
2852	"      “That’s just what I do mean to say. I only had three pairs in the"
2852	"      world—the new brown, the old black, and the patent leathers,"
2852	"      which I am wearing. Last night they took one of my brown ones,"
2852	"      and today they have sneaked one of the black. Well, have you got"
2852	"      it? Speak out, man, and don’t stand staring!”"
2852	""
2852	"      An agitated German waiter had appeared upon the scene."
2852	""
2852	"      “No, sir; I have made inquiry all over the hotel, but I can hear"
2852	"      no word of it.”"
2852	""
2852	"      “Well, either that boot comes back before sundown or I’ll see the"
2852	"      manager and tell him that I go right straight out of this hotel.”"
2852	""
2852	"      “It shall be found, sir—I promise you that if you will have a"
2852	"      little patience it will be found.”"
2852	""
2852	"      “Mind it is, for it’s the last thing of mine that I’ll lose in"
2852	"      this den of thieves. Well, well, Mr. Holmes, you’ll excuse my"
2852	"      troubling you about such a trifle—”"
2852	""
2852	"      “I think it’s well worth troubling about.”"
2852	""
2852	"      “Why, you look very serious over it.”"
2852	""
2852	"      “How do you explain it?”"
2852	""
2852	"      “I just don’t attempt to explain it. It seems the very maddest,"
2852	"      queerest thing that ever happened to me.”"
2852	""
2852	"      “The queerest perhaps—” said Holmes thoughtfully."
2852	""
2852	"      “What do you make of it yourself?”"
2852	""
2852	"      “Well, I don’t profess to understand it yet. This case of yours"
2852	"      is very complex, Sir Henry. When taken in conjunction with your"
2852	"      uncle’s death I am not sure that of all the five hundred cases of"
2852	"      capital importance which I have handled there is one which cuts"
2852	"      so deep. But we hold several threads in our hands, and the odds"
2852	"      are that one or other of them guides us to the truth. We may"
2852	"      waste time in following the wrong one, but sooner or later we"
2852	"      must come upon the right.”"
2852	""
2852	"      We had a pleasant luncheon in which little was said of the"
2852	"      business which had brought us together. It was in the private"
2852	"      sitting-room to which we afterwards repaired that Holmes asked"
2852	"      Baskerville what were his intentions."
2852	""
2852	"      “To go to Baskerville Hall.”"
2852	""
2852	"      “And when?”"
2852	""
2852	"      “At the end of the week.”"
2852	""
2852	"      “On the whole,” said Holmes, “I think that your decision is a"
2852	"      wise one. I have ample evidence that you are being dogged in"
2852	"      London, and amid the millions of this great city it is difficult"
2852	"      to discover who these people are or what their object can be. If"
2852	"      their intentions are evil they might do you a mischief, and we"
2852	"      should be powerless to prevent it. You did not know, Dr."
2852	"      Mortimer, that you were followed this morning from my house?”"
2852	""
2852	"      Dr. Mortimer started violently. “Followed! By whom?”"
2852	""
2852	"      “That, unfortunately, is what I cannot tell you. Have you among"
2852	"      your neighbours or acquaintances on Dartmoor any man with a"
2852	"      black, full beard?”"
2852	""
2852	"      “No—or, let me see—why, yes. Barrymore, Sir Charles’s butler, is"
2852	"      a man with a full, black beard.”"
2852	""
2852	"      “Ha! Where is Barrymore?”"
2852	""
2852	"      “He is in charge of the Hall.”"
2852	""
2852	"      “We had best ascertain if he is really there, or if by any"
2852	"      possibility he might be in London.”"
2852	""
2852	"      “How can you do that?”"
2852	""
2852	"      “Give me a telegraph form. ‘Is all ready for Sir Henry?’ That"
2852	"      will do. Address to Mr. Barrymore, Baskerville Hall. What is the"
2852	"      nearest telegraph-office? Grimpen. Very good, we will send a"
2852	"      second wire to the postmaster, Grimpen: ‘Telegram to Mr."
2852	"      Barrymore to be delivered into his own hand. If absent, please"
2852	"      return wire to Sir Henry Baskerville, Northumberland Hotel.’ That"
2852	"      should let us know before evening whether Barrymore is at his"
2852	"      post in Devonshire or not.”"
2852	""
2852	"      “That’s so,” said Baskerville. “By the way, Dr. Mortimer, who is"
2852	"      this Barrymore, anyhow?”"
2852	""
2852	"      “He is the son of the old caretaker, who is dead. They have"
2852	"      looked after the Hall for four generations now. So far as I know,"
2852	"      he and his wife are as respectable a couple as any in the"
2852	"      county.”"
2852	""
2852	"      “At the same time,” said Baskerville, “it’s clear enough that so"
2852	"      long as there are none of the family at the Hall these people"
2852	"      have a mighty fine home and nothing to do.”"
2852	""
2852	"      “That is true.”"
2852	""
2852	"      “Did Barrymore profit at all by Sir Charles’s will?” asked"
2852	"      Holmes."
2852	""
2852	"      “He and his wife had five hundred pounds each.”"
2852	""
2852	"      “Ha! Did they know that they would receive this?”"
2852	""
2852	"      “Yes; Sir Charles was very fond of talking about the provisions"
2852	"      of his will.”"
2852	""
2852	"      “That is very interesting.”"
2852	""
2852	"      “I hope,” said Dr. Mortimer, “that you do not look with"
2852	"      suspicious eyes upon everyone who received a legacy from Sir"
2852	"      Charles, for I also had a thousand pounds left to me.”"
2852	""
2852	"      “Indeed! And anyone else?”"
2852	""
2852	"      “There were many insignificant sums to individuals, and a large"
